Source_Aggregator,Transaction_ID,User_ID,Transaction_Date,Service_Provider,Amount,Status,Access_Source,Is_Retry,Retry_Count,Original_Transaction_ID
PPA,PPA-20250201-5283410D,user_03163,2/1/2025 0:00,enugu-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT250201BB1AF2,user_00257,2/1/2025 0:00,ikeja-electric,30000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-42417A1E,user_01572,2/1/2025 0:00,eko-electric,40000,SUCCESSFUL,browser,No,0,
EPA,EPA20250201000000B7C7,user_01806,2/1/2025 0:00,eko-electric,1234,COMPLETED,mobile_app,No,0,
EPA,EPA20250201000000CE3C,user_01276,2/1/2025 0:00,ikeja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-58747703,user_04475,2/1/2025 0:00,enugu-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-B7C1123B,user_04247,2/1/2025 0:00,abuja-electric,7500,SUCCESSFUL,browser,No,0,
BCT,BCT250201E7250E,user_02166,2/1/2025 0:00,abuja-electric,15000,SUCCESS,mobile_app,No,0,
EPA,EPA202502010000003402,user_00301,2/1/2025 0:00,abuja-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250201-B5475A2B,user_00270,2/1/2025 0:00,ikeja-electric,1250,SUCCESSFUL,browser,No,0,
BCT,BCT250201FFBCA5,user_02952,2/1/2025 0:00,portharcourt-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250201-B479C4C7,user_00267,2/1/2025 0:00,eko-electric,2027,COMPLETED,browser,No,0,
EPA,EPA20250201000000FAE0,user_00813,2/1/2025 0:00,ibadan-electric,1000,SUCCESSFUL,browser,No,0,
EPA,EPA2025020100000013C7,user_04295,2/1/2025 0:00,portharcourt-electric,2500,SUCCESS,browser,No,0,
PPA,PPA-20250201-88A4B87F,user_03298,2/1/2025 0:00,portharcourt-electric,2500,COMPLETED,browser,No,0,
EPA,EPA202502010000002886,user_03611,2/1/2025 0:00,abuja-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250201-95968755,user_03744,2/1/2025 0:00,ikeja-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-B918444D,user_03693,2/1/2025 0:00,ikeja-electric,2000,COMPLETED,mobile_app,No,0,
BCT,BCT250201BA6F37,user_00024,2/1/2025 0:00,ikeja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250201AD0B33,user_02872,2/1/2025 0:00,ikeja-electric,10924,SUCCESS,browser,No,0,
EPA,EPA202502010000004AD4,user_00326,2/1/2025 0:00,portharcourt-electric,2500,COMPLETED,browser,No,0,
PPA,PPA-20250201-E493A0FF,user_01908,2/1/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250201C2FC17,user_02631,2/1/2025 0:00,ibadan-electric,5000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-838A222D,user_00221,2/1/2025 0:00,portharcourt-electric,2000,REFUNDED,browser,No,0,
PPA,PPA-20250201-D09A787A,user_00998,2/1/2025 0:00,abuja-electric,75000,COMPLETED,browser,No,0,
PPA,PPA-20250201-31D94D32,user_00557,2/1/2025 0:00,eko-electric,25000,COMPLETED,browser,No,0,
BCT,BCT2502016A7354,user_04387,2/1/2025 0:00,abuja-electric,5000,COMPLETED,browser,No,0,
PPA,PPA-20250201-289F7AB3,user_00706,2/1/2025 0:00,aba-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-A6C8C3D2,user_02187,2/1/2025 0:00,portharcourt-electric,1750,COMPLETED,browser,No,0,
PPA,PPA-20250201-4186DEBD,user_00763,2/1/2025 0:00,ikeja-electric,1000,DECLINED,browser,No,0,
PPA,PPA-20250201-2167AC02,user_03895,2/1/2025 0:00,ikeja-electric,2000,SUCCESSFUL,browser,No,0,
EPA,EPA20250201000000F51B,user_03270,2/1/2025 0:00,benin-electric,1234,SUCCESS,mobile_app,No,0,
BCT,BCT2502019F7591,user_00853,2/1/2025 0:00,abuja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-16BF6F2C,user_03434,2/1/2025 0:00,ikeja-electric,1016,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-1CEF4081,user_00922,2/1/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-8C0F90FC,user_00908,2/1/2025 0:00,benin-electric,3456,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-D076A91E,user_04498,2/1/2025 0:00,ibadan-electric,1750,SUCCESS,mobile_app,No,0,
BCT,BCT25020185031A,user_03657,2/1/2025 0:00,portharcourt-electric,3750,SUCCESS,browser,No,0,
PPA,PPA-20250201-5AAECBF6,user_02072,2/1/2025 0:00,portharcourt-electric,2000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-858DB8F5,user_03780,2/1/2025 0:00,ikeja-electric,1500,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-EF1F52CC,user_01012,2/1/2025 0:00,abuja-electric,2000,SUCCESSFUL,api,No,0,
EPA,EPA20250201000000EEA5,user_03567,2/1/2025 0:00,abuja-electric,10000,SUCCESS,browser,No,0,
BCT,BCT250201CD9279,user_02458,2/1/2025 0:00,portharcourt-electric,2714,SUCCESSFUL,browser,No,0,
BCT,BCT25020113D5E0,user_04470,2/1/2025 0:00,ikeja-electric,53000,COMPLETED,browser,No,0,
BCT,BCT25020176512B,user_00090,2/1/2025 0:00,ikeja-electric,1000,REJECTED,mobile_app,No,0,
PPA,PPA-20250201-34F2286A,user_01567,2/1/2025 0:00,eko-electric,1500,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250201BD9CFB,user_03625,2/1/2025 0:00,benin-electric,1000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250201000000DC4B,user_04118,2/1/2025 0:00,eko-electric,1000,DECLINED,browser,No,0,
BCT,BCT250201E440A9,user_02163,2/1/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
BCT,BCT250201CEADC6,user_02198,2/1/2025 0:00,eko-electric,5000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-268A267D,user_02208,2/1/2025 0:00,abuja-electric,1065,SUCCESS,browser,No,0,
EPA,EPA202502010000007D7E,user_02577,2/1/2025 0:00,benin-electric,15000,SUCCESS,browser,No,0,
BCT,BCT25020142AAD4,user_03883,2/1/2025 0:00,ikeja-electric,3000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-ED5B5738,user_00004,2/1/2025 0:00,portharcourt-electric,99000,REJECTED,browser,No,0,
BCT,BCT250201A2C053,user_01319,2/1/2025 0:00,enugu-electric,36000,SUCCESS,browser,No,0,
BCT,BCT2502015FC76D,user_01304,2/1/2025 0:00,enugu-electric,97000,COMPLETED,mobile_app,No,0,
EPA,EPA202502010000002EC7,user_01799,2/1/2025 0:00,abuja-electric,23000,SUCCESSFUL,browser,No,0,
BCT,BCT25020107B63F,user_03232,2/1/2025 0:00,ikeja-electric,40000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-FF879C1F,user_00991,2/1/2025 0:00,abuja-electric,2000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-AE74B55B,user_03435,2/1/2025 0:00,ikeja-electric,4846,COMPLETED,browser,No,0,
BCT,BCT250201E9AE9B,user_01847,2/1/2025 0:00,abuja-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT25020149B6FB,user_02996,2/1/2025 0:00,abuja-electric,5000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-BA2B91FF,user_02247,2/1/2025 0:00,ikeja-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-93928B51,user_01420,2/1/2025 0:00,ikeja-electric,10000,COMPLETED,browser,No,0,
PPA,PPA-20250201-C2A2B487,user_03140,2/1/2025 0:00,eko-electric,1000,SUCCESS,mobile_app,No,0,
BCT,BCT2502012A015F,user_04363,2/1/2025 0:00,portharcourt-electric,1250,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-5D996DDF,user_00221,2/1/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-0BE39C59,user_01064,2/1/2025 0:00,abuja-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT2502017D731D,user_02793,2/1/2025 0:00,eko-electric,50000,SUCCESS,mobile_app,No,0,
EPA,EPA20250201000000338F,user_02723,2/1/2025 0:00,abuja-electric,93000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-75286F45,user_01980,2/1/2025 0:00,portharcourt-electric,20000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-E5289E95,user_00045,2/1/2025 0:00,portharcourt-electric,10000,COMPLETED,mobile_app,No,0,
BCT,BCT250201928DF2,user_04297,2/1/2025 0:00,abuja-electric,79000,SUCCESSFUL,api,No,0,
PPA,PPA-20250201-73A32CA9,user_02242,2/1/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
BCT,BCT25020177DE6E,user_01456,2/1/2025 0:00,ikeja-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT2502013ACA29,user_03314,2/1/2025 0:00,abuja-electric,50000,SUCCESS,browser,No,0,
EPA,EPA202502010000009F6A,user_01932,2/1/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
BCT,BCT250201C2A842,user_01926,2/1/2025 0:00,enugu-electric,40000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-1B2FA824,user_04300,2/1/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
BCT,BCT250201A7F497,user_02568,2/1/2025 0:00,abuja-electric,1000,SUCCESS,mobile_app,No,0,
EPA,EPA2025020100000094BA,user_03956,2/1/2025 0:00,abuja-electric,5000,SUCCESSFUL,browser,No,0,
EPA,EPA202502010000000421,user_02719,2/1/2025 0:00,abuja-electric,2677,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-4C11092E,user_02366,2/1/2025 0:00,enugu-electric,1000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-53586E5F,user_01335,2/1/2025 0:00,benin-electric,1750,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-4092D3D4,user_02135,2/1/2025 0:00,benin-electric,73000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-B35688C3,user_01658,2/1/2025 0:00,abuja-electric,1500,SUCCESS,browser,No,0,
PPA,PPA-20250201-F5D5469C,user_02579,2/1/2025 0:00,abuja-electric,3000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-776457C8,user_00395,2/1/2025 0:00,abuja-electric,3750,SUCCESSFUL,browser,No,0,
BCT,BCT2502010D4B5D,user_00616,2/1/2025 0:00,abuja-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250201-186176B8,user_03257,2/1/2025 0:00,benin-electric,1500,COMPLETED,mobile_app,No,0,
BCT,BCT250201974191,user_02025,2/1/2025 0:00,abuja-electric,46000,SUCCESS,browser,No,0,
EPA,EPA2025020100000011C8,user_03135,2/1/2025 0:00,portharcourt-electric,48000,REJECTED,mobile_app,No,0,
PPA,PPA-20250201-2EF35526,user_04380,2/1/2025 0:00,portharcourt-electric,90000,COMPLETED,browser,No,0,
PPA,PPA-20250201-8293A90A,user_03020,2/1/2025 0:00,ikeja-electric,1281,SUCCESSFUL,api,No,0,
PPA,PPA-20250201-C0F95FD4,user_02982,2/1/2025 0:00,abuja-electric,1000,COMPLETED,mobile_app,No,0,
EPA,EPA202502010000005CF7,user_01745,2/1/2025 0:00,abuja-electric,5000,SUCCESSFUL,browser,No,0,
BCT,BCT250201278078,user_03534,2/1/2025 0:00,abuja-electric,20000,SUCCESS,browser,No,0,
BCT,BCT2502016F34E9,user_02814,2/1/2025 0:00,abuja-electric,5000,SUCCESS,browser,No,0,
PPA,PPA-20250201-53C6EC23,user_01523,2/1/2025 0:00,ikeja-electric,5000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-292EB9EF,user_04383,2/1/2025 0:00,portharcourt-electric,1250,SUCCESSFUL,browser,No,0,
BCT,BCT2502014F281E,user_02172,2/1/2025 0:00,ibadan-electric,80000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-259D4D2F,user_03240,2/1/2025 0:00,eko-electric,3106,COMPLETED,mobile_app,No,0,
BCT,BCT250201E32029,user_03046,2/1/2025 0:00,ikeja-electric,1356,COMPLETED,browser,No,0,
PPA,PPA-20250201-E4037E09,user_02405,2/1/2025 0:00,eko-electric,1500,SUCCESSFUL,mobile_app,No,0,
EPA,EPA202502010000002C71,user_02397,2/1/2025 0:00,ikeja-electric,10000,SUCCESSFUL,browser,No,0,
BCT,BCT250201865716,user_04310,2/1/2025 0:00,ikeja-electric,5000,COMPLETED,browser,No,0,
PPA,PPA-20250201-40F5E90D,user_01020,2/1/2025 0:00,abuja-electric,1046,COMPLETED,mobile_app,No,0,
BCT,BCT2502012F63E5,user_04221,2/1/2025 0:00,eko-electric,3000,COMPLETED,browser,No,0,
PPA,PPA-20250201-39B2B5AE,user_03110,2/1/2025 0:00,aba-electric,2500,SUCCESSFUL,browser,No,0,
BCT,BCT2502019FD196,user_01632,2/1/2025 0:00,ibadan-electric,10000,SUCCESS,mobile_app,No,0,
BCT,BCT2502018085F9,user_01313,2/1/2025 0:00,ikeja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-C1F90984,user_03788,2/1/2025 0:00,ibadan-electric,3000,SUCCESS,browser,No,0,
PPA,PPA-20250201-DA8B3289,user_02648,2/1/2025 0:00,portharcourt-electric,40000,SUCCESSFUL,browser,No,0,
BCT,BCT250201BC5F63,user_04425,2/1/2025 0:00,abuja-electric,75000,COMPLETED,mobile_app,No,0,
EPA,EPA2025020100000063D3,user_01256,2/1/2025 0:00,portharcourt-electric,20000,COMPLETED,api,No,0,
BCT,BCT250201F69EE1,user_03586,2/1/2025 0:00,abuja-electric,85000,COMPLETED,browser,No,0,
PPA,PPA-20250201-4C50E474,user_02147,2/1/2025 0:00,abuja-electric,15000,COMPLETED,browser,No,0,
BCT,BCT2502019D11F8,user_02724,2/1/2025 0:00,eko-electric,1000,COMPLETED,browser,No,0,
EPA,EPA20250201000000C328,user_03738,2/1/2025 0:00,ikeja-electric,99999,SUCCESS,browser,No,0,
PPA,PPA-20250201-D7B8EE25,user_00524,2/1/2025 0:00,eko-electric,2500,COMPLETED,browser,No,0,
EPA,EPA202502010000006056,user_04449,2/1/2025 0:00,portharcourt-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT250201C48217,user_01314,2/1/2025 0:00,eko-electric,25000,COMPLETED,mobile_app,No,0,
BCT,BCT250201E390B7,user_00509,2/1/2025 0:00,jos-electric,7500,SUCCESS,browser,No,0,
BCT,BCT2502010F2748,user_03998,2/1/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-557F3597,user_02643,2/1/2025 0:00,eko-electric,2500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-183FDC24,user_01956,2/1/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-B8849CE9,user_02321,2/1/2025 0:00,kano-electric,3000,COMPLETED,mobile_app,No,0,
BCT,BCT250201DAB4FA,user_00198,2/1/2025 0:00,ikeja-electric,40000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-22C7D6E7,user_01723,2/1/2025 0:00,aba-electric,1500,SUCCESS,browser,No,0,
PPA,PPA-20250201-3CB896F9,user_02833,2/1/2025 0:00,portharcourt-electric,3000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-FE197F24,user_01306,2/1/2025 0:00,ikeja-electric,1500,COMPLETED,browser,No,0,
BCT,BCT250201F59212,user_03777,2/1/2025 0:00,abuja-electric,2000,SUCCESSFUL,browser,No,0,
BCT,BCT250201602AF7,user_00509,2/1/2025 0:00,jos-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-267CAEAE,user_00253,2/1/2025 0:00,ibadan-electric,2000,COMPLETED,api,No,0,
PPA,PPA-20250201-871C6267,user_00270,2/1/2025 0:00,ikeja-electric,2000,REJECTED,browser,No,0,
PPA,PPA-20250201-576320C8,user_01985,2/1/2025 0:00,abuja-electric,180000,SUCCESS,browser,No,0,
PPA,PPA-20250201-FB378265,user_04313,2/1/2025 0:00,enugu-electric,3000,DECLINED,browser,No,0,
BCT,BCT250201685C06,user_03976,2/1/2025 0:00,ikeja-electric,1000,COMPLETED,browser,No,0,
BCT,BCT25020164A0BB,user_01098,2/1/2025 0:00,eko-electric,2500,SUCCESSFUL,browser,No,0,
BCT,BCT250201C1E218,user_03625,2/1/2025 0:00,benin-electric,1500,SUCCESSFUL,mobile_app,No,0,
BCT,BCT250201F9222F,user_00728,2/1/2025 0:00,enugu-electric,1069,SUCCESS,api,No,0,
PPA,PPA-20250201-8B5C0508,user_00484,2/1/2025 0:00,abuja-electric,1250,SUCCESS,browser,No,0,
PPA,PPA-20250201-29983B42,user_02902,2/1/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250201-7ECBA768,user_04282,2/1/2025 0:00,abuja-electric,5000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-C8DD356A,user_04046,2/1/2025 0:00,eko-electric,300000,COMPLETED,browser,No,0,
PPA,PPA-20250201-6E430BA3,user_00455,2/1/2025 0:00,abuja-electric,1000,DECLINED,mobile_app,No,0,
BCT,BCT250201EF51A9,user_03978,2/1/2025 0:00,portharcourt-electric,101424,SUCCESSFUL,browser,No,0,
EPA,EPA20250201070416BD85,user_02581,2/1/2025 7:04,eko-electric,1750,SUCCESS,api,No,0,
PPA,PPA-20250201-4FDABDB3,user_01826,2/1/2025 7:07,portharcourt-electric,3750,COMPLETED,browser,No,0,
PPA,PPA-20250201-FF4F8E66,user_00979,2/1/2025 8:11,portharcourt-electric,1433,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-66B6318C,user_04403,2/1/2025 8:12,portharcourt-electric,15000,DECLINED,browser,No,0,
UHS,UHS-AC0B6750-01022025,user_02169,2/1/2025 8:17,abuja-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250201-00FA783E,user_03895,2/1/2025 8:25,ikeja-electric,2000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-F4C36FA8,user_04106,2/1/2025 8:48,ibadan-electric,3000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-5591EA51,user_00852,2/1/2025 9:08,enugu-electric,1500,SUCCESS,mobile_app,No,0,
BCT,BCT2502017E54DA,user_03175,2/1/2025 9:21,ikeja-electric,2345,DECLINED,browser,No,0,
BCT,BCT2502016B9EE8,user_02386,2/1/2025 9:31,abuja-electric,40000,SUCCESS,browser,No,0,
BCT,BCT250201CEA987,user_01734,2/1/2025 9:37,portharcourt-electric,1000,SUCCESS,api,No,0,
EPA,EPA202502010957573E6C,user_02666,2/1/2025 9:57,portharcourt-electric,5000,SUCCESS,browser,No,0,
UHS,UHS-036029C8-01022025,user_03838,2/1/2025 10:03,portharcourt-electric,15000,SUCCESSFUL,browser,No,0,
EPA,EPA202502011026245318,user_01322,2/1/2025 10:26,eko-electric,1250,SUCCESSFUL,api,No,0,
BCT,BCT2502016ED07A,user_03983,2/1/2025 10:28,abuja-electric,1500,COMPLETED,mobile_app,No,0,
EPA,EPA202502011052242593,user_00522,2/1/2025 10:52,eko-electric,2000,COMPLETED,browser,No,0,
PPA,PPA-20250201-EC216C80,user_01828,2/1/2025 11:08,abuja-electric,1082,SUCCESSFUL,browser,No,0,
BCT,BCT250201ACA86B,user_01847,2/1/2025 11:11,abuja-electric,3456,SUCCESS,browser,No,0,
UHS,UHS-097A23F5-01022025,user_03821,2/1/2025 12:24,portharcourt-electric,75000,SUCCESS,browser,No,0,
UHS,UHS-B5C952D9-01022025,user_01278,2/1/2025 13:08,portharcourt-electric,44000,SUCCESS,browser,No,0,
UHS,UHS-D6E5E9E8-01022025,user_01430,2/1/2025 13:19,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
EPA,EPA202502011323421A72,user_01645,2/1/2025 13:23,abuja-electric,2000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-17CF3492,user_00409,2/1/2025 13:35,eko-electric,100000,SUCCESS,mobile_app,No,0,
EPA,EPA202502011352331B72,user_01507,2/1/2025 13:52,portharcourt-electric,2000,SUCCESS,browser,No,0,
PPA,PPA-20250201-F6EDEA06,user_01231,2/1/2025 14:03,ikeja-electric,24000,COMPLETED,browser,No,0,
UHS,UHS-46F41D67-01022025,user_00590,2/1/2025 14:06,portharcourt-electric,180000,SUCCESS,browser,No,0,
EPA,EPA2025020115094937A9,user_02230,2/1/2025 15:09,eko-electric,1250,SUCCESS,api,No,0,
EPA,EPA20250201151943FAF9,user_03764,2/1/2025 15:19,ibadan-electric,1000,REJECTED,browser,No,0,
PPA,PPA-20250201-FA8EB2DB,user_00095,2/1/2025 15:35,eko-electric,2500,COMPLETED,browser,No,0,
EPA,EPA2025020116144396CD_r1,user_03764,2/1/2025 16:14,ibadan-electric,1000,SUCCESS,browser,Yes,1,EPA20250201151943FAF9
UHS,UHS-0647A687-01022025,user_01628,2/1/2025 16:23,eko-electric,3750,COMPLETED,browser,No,0,
BCT,BCT25020107E270,user_00342,2/1/2025 16:26,portharcourt-electric,300000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250201-FC257A84,user_03999,2/1/2025 16:26,enugu-electric,2500,SUCCESS,mobile_app,No,0,
PPA,PPA-20250201-0B63B26F,user_02200,2/1/2025 16:29,eko-electric,5000,SUCCESSFUL,mobile_app,No,0,
UHS,UHS-651E0215-01022025,user_02307,2/1/2025 16:30,eko-electric,5000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-DD76023A,user_02597,2/1/2025 16:34,kaduna-electric,100000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-989F496C,user_01423,2/1/2025 16:41,jos-electric,300001,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-21A20311,user_04341,2/1/2025 17:01,portharcourt-electric,2000,SUCCESS,api,No,0,
BCT,BCT2502018E5C4D,user_03676,2/1/2025 17:28,abuja-electric,2000,SUCCESS,browser,No,0,
BCT,BCT25020163B625,user_03415,2/1/2025 17:33,benin-electric,25000,REVERSED,browser,No,0,
UHS,UHS-D02CF30D-01022025,user_00074,2/1/2025 17:34,portharcourt-electric,1873,REFUNDED,browser,No,0,
UHS,UHS-F5E20D32-01022025,user_02730,2/1/2025 17:46,enugu-electric,2000,SUCCESS,mobile_app,No,0,
BCT,BCT2502017A8444,user_00464,2/1/2025 18:05,benin-electric,1000,COMPLETED,browser,No,0,
UHS,UHS-B5310EC7-01022025,user_00477,2/1/2025 18:17,ibadan-electric,1000,SUCCESSFUL,browser,No,0,
BCT,BCT2502011AAB86,user_04464,2/1/2025 18:21,eko-electric,5000,SUCCESS,mobile_app,No,0,
EPA,EPA202502011823117454,user_01342,2/1/2025 18:23,ikeja-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250201-DFF8CEC2,user_01458,2/1/2025 18:58,eko-electric,3750,SUCCESS,mobile_app,No,0,
BCT,BCT250201B5E5A8,user_03540,2/1/2025 19:14,portharcourt-electric,1250,SUCCESS,browser,No,0,
PPA,PPA-20250201-0EA86A7F,user_01772,2/1/2025 19:15,ikeja-electric,1000,COMPLETED,mobile_app,No,0,
UHS,UHS-F2D81A25-01022025,user_03085,2/1/2025 19:36,eko-electric,1875,COMPLETED,api,No,0,
BCT,BCT250201D785F1,user_01414,2/1/2025 19:38,abuja-electric,2500,COMPLETED,browser,No,0,
PPA,PPA-20250201-F54BEA8E,user_04446,2/1/2025 20:17,eko-electric,3750,DECLINED,browser,No,0,
PPA,PPA-20250201-58C9263A-R1,user_04446,2/1/2025 20:23,eko-electric,3750,SUCCESS,browser,Yes,1,PPA-20250201-F54BEA8E
PPA,PPA-20250201-6216477F,user_02999,2/1/2025 20:35,abuja-electric,1000,SUCCESSFUL,mobile_app,No,0,
EPA,EPA20250201203811DFB3,user_01584,2/1/2025 20:38,ibadan-electric,5000,REFUNDED,browser,No,0,
BCT,BCT250201B0D9D4,user_01560,2/1/2025 20:42,portharcourt-electric,2000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250201-7336D719,user_00149,2/1/2025 20:58,ibadan-electric,1500,SUCCESS,browser,No,0,
EPA,EPA202502012325184CD9,user_02537,2/1/2025 23:25,abuja-electric,10000,SUCCESSFUL,browser,No,0,
BCT,BCT250201A17C5C,user_02236,2/1/2025 23:55,abuja-electric,1000,SUCCESS,mobile_app,No,0,
PPA,PPA-20250202-8A80FD3B,user_01776,2/2/2025 0:00,portharcourt-electric,2000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250202-41B9E63F,user_00484,2/2/2025 0:00,abuja-electric,2000,COMPLETED,browser,No,0,
EPA,EPA20250202000000642F,user_03299,2/2/2025 0:00,portharcourt-electric,1000,COMPLETED,mobile_app,No,0,
PPA,PPA-20250202-47AF5D74,user_01548,2/2/2025 0:00,portharcourt-electric,2500,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250202-BD2D3B13,user_03031,2/2/2025 0:00,eko-electric,3000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250202-38D80F00,user_00534,2/2/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250202-4D2CB914,user_03130,2/2/2025 0:00,enugu-electric,20000,SUCCESSFUL,browser,No,0,
BCT,BCT250202605242,user_01301,2/2/2025 0:00,abuja-electric,1500,COMPLETED,browser,No,0,
PPA,PPA-20250202-515484BC,user_00308,2/2/2025 0:00,portharcourt-electric,80000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250202-22A40221,user_02322,2/2/2025 0:00,portharcourt-electric,3000,COMPLETED,browser,No,0,
BCT,BCT2502023A31E5,user_04442,2/2/2025 0:00,enugu-electric,87000,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250202-D470405C,user_00611,2/2/2025 0:00,enugu-electric,1250,SUCCESS,browser,No,0,
PPA,PPA-20250202-386F1215,user_03736,2/2/2025 0:00,portharcourt-electric,1000,COMPLETED,browser,No,0,
PPA,PPA-20250202-8C2FC62C,user_04126,2/2/2025 0:00,portharcourt-electric,1500,SUCCESSFUL,browser,No,0,
PPA,PPA-20250202-317A5B28,user_04500,2/2/2025 0:00,ikeja-electric,3750,SUCCESS,browser,No,0,
PPA,PPA-20250202-0A350F05,user_03644,2/2/2025 0:00,abuja-electric,2000,SUCCESS,browser,No,0,
BCT,BCT250202199B40,user_04243,2/2/2025 0:00,abuja-electric,1931,SUCCESSFUL,mobile_app,No,0,
PPA,PPA-20250202-CFB796E8,user_03251,2/2/2025 0:00,ikeja-electric,1000,SUCCESSFUL,browser,No,0,
PPA,PPA-20250202-B866095F,user_04098,2/2/2025 0:00,abuja-electric,1000,COMPLETED,browser,No,0,
EPA,EPA202502020000001365,user_00294,2/2/2025 0:00,eko-electric,1500,SUCCESS,browser,No,0,
PPA,PPA-20250202-D8BB095C,user_02967,2/2/2025 0:00,eko-electric,3000,SUCCESS,browser,No,0,
PPA,PPA-20250202-E7BDD334,user_00840,2/2/2025 0:00,abuja-electric,1000,SUCCESS,browser,No,0,
PPA,PPA-20250202-7040268A,user_00633,2/2/2025 0:00,ikeja-electric,7500,COMPLETED,mobile_app,No,0,
BCT,BCT250202550C8B,user_04045,2/2/2025 0:00,abuja-electric,24000,SUCCESS,browser,No,0,
PPA,PPA-20250202-D1FB58EC,user_02648,2/2/2025 0:00,portharcourt-electric,90000,COMPLETED,browser,No,0,
